Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url
26755,"Ok gan barang sudah diterima &amp; sesuai pesanan, tapi belum di test (^^)",5,elektronik,"LCD LED 10.1 Laptop Asus EeePC Eee PC 1025, 1025B, 1025C, 1025CE",181373950,21,1787060,https://www.tokopedia.com/askompute/lcd-led-101-laptop-asus-eeepc-eee-pc-1025-1025b-1025c-1025ce
7351,"tingkatkan lg kecepatan gan, thanks",4,handphone,&#40;FE060&#41; Mini Tripod Spider Holder U Medium / Tripod Hp,264608050,386,113813,https://www.tokopedia.com/handphonetiam/fe060-mini-tripod-spider-holder-u-medium-tripod-hp
32804,Ga bosen2 beli produk di sini,5,fashion,POCKY SWEATER KHUSUS RESELLER | SWEATER RAJUT | BAJU HIJAB RAJUT - Custom,323752215,"5,4rb",2357517,https://www.tokopedia.com/mrstorebandung/pocky-sweater-khusus-reseller-sweater-rajut-baju-hijab-rajut-custom
26397,Barang sampai dengan selamat,5,elektronik,Adaptor Charger Laptop Asus ROG G55 G55VW G46VW G70 G75 G75V 19V~6.32V,260212981,98,1787060,https://www.tokopedia.com/askompute/adaptor-charger-laptop-asus-rog-g55-g55vw-g46vw-g70-g75-g75v-19v-6-32v
19150,terima kasih..........................,5,elektronik,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter,170197447,"1,3rb",2048686,https://www.tokopedia.com/multikomputer201/usb-hub-30-7-port-by-digigear-high-speed-12-meter
6972,"Good, pengiriman cepat, respon baik..",5,handphone,&#40;EH137&#41; Gantungan Kunci Siul Whistle Key Finder / Gantungan Kunci Siul,285958997,"1,7rb",113813,https://www.tokopedia.com/handphonetiam/eh137-gantungan-kunci-siul-whistle-key-finder-gantungan-kunci-siul
34805,"thank' fast respon, barang dah diterima",5,olahraga,Kayu / Blade Bet /Bat Pingpong / Tenis Meja Kosaka Carbon,13753262,124,162561,https://www.tokopedia.com/warungolahraga/kayu-blade-bet-bat-pingpong-tenis-meja-kosaka-carbon
31931,recommended seller.........................,5,elektronik,TINTA / CATRIDGE HP 802 COLOR ORIGINAL 100%,160630815,129,1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-802-color-original-100
32334,barang nyampe gan . thanks,5,elektronik,CATRIDGE CANON PG 47 BLACK ORIGINAL 100%,158529427,214,1884654,https://www.tokopedia.com/sjkomputer/catridge-canon-pg-47-black-original-100
31811,"Pengiriman cepat, respon cepat, sehari sampai! recomended seller!",4,elektronik,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%,159398204,"11,5rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-680-black-color-original-100
33164,Barang cepat sampai. Ukurannya bener2 big size. pas d... makasih Gan,5,olahraga,Celana 3/4 Stoper Adidas Nike Ukuran Big Size XXXL,18719598,367,360782,https://www.tokopedia.com/celanaolahraga/celana-34-stoper-adidas-nike-ukuran-big-size-xxxl
4449,Barang OK. Pelayanan sangat OK! 😘,5,handphone,Universal Phone Clamp Holder For Smartphone,311247325,180,111313,https://www.tokopedia.com/aabstore/universal-phone-clamp-holder-for-smartphone
35257,"hand glove nya bagus                                                          top
hand wrap tinju nya sekalian di add ke etalase gan",5,olahraga,Boxing Glove / Sarung Tinju Sansak Bahan PU,5586863,89,162561,https://www.tokopedia.com/warungolahraga/boxing-glove-sarung-tinju-sansak-bahan-pu
13144,"Pengiriman Cepat, packingan Aman barang sesuai gambar, masukan sedikit aja kalo bisa talinya jangan terlalu panjang dan ada bekas lem didalam Insole, secara keseluruhan Ok banget thks",5,fashion,Sepatu Boots Anak Laki-laki Tamagoo- Jack Black Shoes Sneakers Murah,48267539,51,595824,https://www.tokopedia.com/tamagoo/sepatu-boots-anak-laki-laki-tamagoo-jack-black-shoes-sneakers-murah
13097,bad service! smoga lebih menghargai costomer,1,fashion,Headband Bayi Perempuan Tamagoo-Glitter Bow Gold Aksesoris Baby Murah,153949799,16,595824,https://www.tokopedia.com/tamagoo/headband-bayi-perempuan-tamagoo-glitter-bow-gold-aksesoris-baby-murah
16355,"barang sesuai dengan foto, packaging juga rapih. di kasih bubble biar tidak lecet. ada box nya juga. terima kasih",5,fashion,Jam Tangan Columbia CA016-800 ORANGE,316405209,151,748514,https://www.tokopedia.com/moment-watch/jam-tangan-columbia-ca016-800-orange
25456,Produk sesuai gambar..cepat respon..,5,elektronik,Kabel Audio Jack 2 in 1 3.5mm dari HP ke Speaker Salon,237882196,35,2048686,https://www.tokopedia.com/multikomputer201/kabel-audio-jack-2-in-1-3-5mm-dari-hp-ke-speaker-salon
36349,kwalitas baik dan pengiriman cepat.. thx,4,olahraga,"Baju Sauna / Sauna Suit Kettler Abu Tua - Abu -abu Tua, XXL",355392638,644,162561,https://www.tokopedia.com/warungolahraga/baju-sauna-sauna-suit-kettler-abu-tua-abu-abu-tua-xxl
29804,"harga murah, barang original, pengiriman cepat",5,elektronik,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%,159390512,"5,6rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-678-black-color-original-100
35743,Barang sdh diterima dengan baik dan sangat cepat. Makasih,5,olahraga,Matras Yoga / Yoga Mat Kettler,3923003,305,162561,https://www.tokopedia.com/warungolahraga/matras-yoga-yoga-mat-kettler-1
35367,"Warna tali beda dgn yg di gambar, tapi overall barangny berkualitas...",4,olahraga,Boxing Glove / Sarung Tinju Champion Bahan PU 10 oz,3961086,228,162561,https://www.tokopedia.com/warungolahraga/boxing-glove-sarung-tinju-champion-bahan-pu-10-oz
16347,"Good packing, kerendsss, cuma pengirimannya agak lama, but so far is recomended selller thx yaa",5,fashion,Jam Tangan Columbia CA016-800 ORANGE,316405209,151,748514,https://www.tokopedia.com/moment-watch/jam-tangan-columbia-ca016-800-orange
17002,"terimakasih kak, tetap fast respon  dan melayani dengan baik :)",5,fashion,qnq model casio ae1200 qq q&amp;q wateresist tahan air jam tangan unisex,44957996,116,131765,https://www.tokopedia.com/jamtanganmanusia/qnq-model-casio-ae1200-qq-qq-wateresist-tahan-air-jam-tangan-unisex
1639,Barang telah diterima. Trims,4,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
14950,"Barang Sesuai dengan yang di foto, berfungsi dengan baik. Recommended!",5,fashion,Jam Tangan Pria Casio AE-2100w-4av,213216749,97,2107964,https://www.tokopedia.com/luxolite-sg/jam-tangan-pria-casio-ae-2100w-4av
36441,barabg sudah diterima...............,5,olahraga,"Baju Sauna / Sauna Suit Kettler Abu Tua - Abu -abu Tua, XXL",355392638,644,162561,https://www.tokopedia.com/warungolahraga/baju-sauna-sauna-suit-kettler-abu-tua-abu-abu-tua-xxl
21530,Mantaafffffffffffffffff.........,5,elektronik,Fan Casing Azure Blade Armaggeddon,189325882,191,2048686,https://www.tokopedia.com/multikomputer201/fan-casing-azure-blade-armaggeddon
27157,Barang diterima dengan baik..pengiriman cepat..packing aman...,5,elektronik,Baterai original SONY VAIO VGP-BPS21 VGP-BPS21A VGP-BPS21B VGP-BPS13,157366496,176,1787060,https://www.tokopedia.com/askompute/baterai-original-sony-vaio-vgp-bps21-vgp-bps21a-vgp-bps21b-vgp-bps13
26660,"Produknya pas ,, makasi agan",4,elektronik,"Keyboard Laptop ASUS X452, X452E, X452EA, X452C, X452CP AMD Intel",186949594,54,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-x452-x452e-x452ea-x452c-x452cp-amd-intel-1
10469,Recommend bgt ini brodo.. warna sesuai yg ada di catatan.. produk nya bagus.. di packing jga rapi bgt aman no cacat.. sewaktu chat jga admin nya baik bgt.. the best loh..,5,fashion,BRODO - Gentlemen Notebook Tan,356663256,7,2126488,https://www.tokopedia.com/brodo/brodo-gentlemen-notebook-tan
32948,"Waktu order ada beberapa barang yang habis, tapi seller dengan ramahnya memberi solusi dengan ramah. Thanks gan, ditunggu order berikutnya.",5,fashion,Jual Baju Couple Polos  POL 36,6529955,2,97026,https://www.tokopedia.com/gudang-fashion/jual-baju-couple-polos-pol-36
37651,kualitas produk bagus dengan harga yang murah,5,olahraga,Bat / Bet pingpong / tenis meja Donic Ovtcharov 800,7367966,25,162561,https://www.tokopedia.com/warungolahraga/bat-bet-pingpong-tenis-meja-donic-ovtcharov-800
38203,"meskipun agak kebesaran di mulut saya tp, barang sudah sampai dengan sangat cepat, fast respon, seneng bgt di layanin sama agan 1 ini, thanks,,,",3,olahraga,Gamsil / Pelindung Gigi / Mouthguard / Gumshield Double,17465444,40,162561,https://www.tokopedia.com/warungolahraga/gamsil-pelindung-gigi-mouthguard-gumshield-double-1
7780,mantap pengiriman cepat barang oke sesuai gambar penjual fast respond,5,handphone,Headset Bluetooth Mini S530 - Micro Sport Stereo Bluetooth Earphone,55299234,"4,4rb",113813,https://www.tokopedia.com/handphonetiam/headset-bluetooth-mini-s530-micro-sport-stereo-bluetooth-earphone
13994,"Respon cepaaat.
Pengiriman cepaaat.
Bahan baguuuss...
Triiims....",5,fashion,Kaos kaki 6pcs/pack Prewalker baby anak bahan Import Tamagoo TOT,318009178,209,595824,https://www.tokopedia.com/tamagoo/kaos-kaki-6pcs-pack-prewalker-baby-anak-bahan-import-tamagoo-tot
18729,Berfungsi dengan baik 👍👍👍,5,elektronik,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter,170197447,"1,3rb",2048686,https://www.tokopedia.com/multikomputer201/usb-hub-30-7-port-by-digigear-high-speed-12-meter
32507,Barang sudah sampai dan asli original tidak ada masalah.,4,elektronik,TINTA EPSON 774 BLACK / T7741 ORIGINAL 100%,158703292,"1,3rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-epson-774-black-t7741-original-100
24974,Thanks gan good respond &amp; good product,5,elektronik,Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater,237112849,752,2048686,https://www.tokopedia.com/multikomputer201/tenda-ac6-dual-band-ac1200-mbps-gigabit-wifi-router-extender-repeater
33218,"Seller fast respon, pengiriman cepat, packingnya jg rapih, barangnya bagus sesuai pict dan deskripsi. Tq",5,olahraga,Celana Olahraga 3/4 Adidas Nike Big Size Ukuran XL,18719897,95,360782,https://www.tokopedia.com/celanaolahraga/celana-olahraga-34-adidas-nike-big-size-ukuran-xl
3968,"ga sekeren gambarnya, tapi worth the price",3,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,319781056,994,52614,https://www.tokopedia.com/ojarr/sepatu-sekolah-nike-roshe-run-full-hitam-anak-pria-wanita-cewe-cowo
37963,"original, high quality rubber. fast response seller",5,olahraga,Karet / Rubber Bat Pingpong / Tenis Meja Butterfly Tenergy 80,8563922,33,162561,https://www.tokopedia.com/warungolahraga/karet-rubber-bat-pingpong-tenis-meja-butterfly-tenergy-80
27905,"Pengiriman cepat, barang sesuai deskripsi... Semoga makin jaya",5,elektronik,"Baterai Original DELL Vostro 3300, 3300N, 3350 &#40;4 CELL&#41;",172004763,14,1787060,https://www.tokopedia.com/askompute/baterai-original-dell-vostro-3300-3300n-3350-4-cell
24465,Recommended product....,5,elektronik,KABEL LAN 1.5M CAT 5 / KABEL UTP 1.5 METER PABRIKAN HIGH QUALITY,210723147,230,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-1-5m-cat-5-kabel-utp-1-5-meter-pabrikan-high-quality
6813,Barang yg di kirim rusak ga bisa di pakai,4,handphone,Minibox HDMI To AV RCA CVBS Adapter / Mini HDMI2AV Converter Box IMPOR,359095959,53,113813,https://www.tokopedia.com/handphonetiam/minibox-hdmi-to-av-rca-cvbs-adapter-mini-hdmi2av-converter-box-impor
18405,mantaapsss.............,5,elektronik,CONVERTER MINI DP TO HDMI / MINI DISPLAY PORT TO HDMI,169682470,399,2048686,https://www.tokopedia.com/multikomputer201/converter-mini-dp-to-hdmi-mini-display-port-to-hdmi
21323,"permintaan warna putih, dijawab sama pihak toko ""ok"" trus yg dikirim hitam. asal aja.",3,elektronik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY,182937734,"3,2rb",2048686,https://www.tokopedia.com/multikomputer201/usb-hub-4-port-usb-3-0-usb-hub-3-0-4port-digigear-high-quality
6359,"produk sesuai, pengiriman cepat, mudah copot",4,handphone,"Holder anti hujan &amp; copet untuk smartphone / handphone di motor 5,5&#34;",37564148,635,511722,https://www.tokopedia.com/clacc/holder-anti-hujan-copet-untuk-smartphone-handphone-di-motor-55
8995,Dus penyok pengiriman lama ketika saya chat mau order si penjual past respon tapi ketika saya sudah membayar chatpun tak pernah di bls.kapok beli di sini  pembayaran dari tgl 24 baru di kirim tgl 28.biarlah bintang yg berbicara.,1,handphone,&#40;FC066&#41; CAR HOLDER ROBOT 360Rotation RT-CH01 ORIGINAL CAR HOLDER STAND,294378997,36,113813,https://www.tokopedia.com/handphonetiam/fc066-car-holder-robot-360rotation-rt-ch01-original-car-holder-stand
8562,Ngga ada manual book jd bingung cara pakenya,5,handphone,&#40;EC071&#41; Hand Coffee Grinder | Manual Coffee Grinder | Penggiling Kopi,270494624,712,113813,https://www.tokopedia.com/handphonetiam/ec071-hand-coffee-grinder-manual-coffee-grinder-penggiling-kopi
36620,barang sdh diterima dengan baik,5,olahraga,Decker / Dekker / Deker Siku LP 668 Elbow Long,5163185,42,162561,https://www.tokopedia.com/warungolahraga/decker-dekker-deker-siku-lp-668-elbow-long
30508,thank you sudah datang barangnya :),5,elektronik,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%,159390512,"5,6rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-678-black-color-original-100
25907,sesuai kabelnya. top. keren.,5,elektronik,Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e,325199174,1rb,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-30m-rj45-cat-5e-cable-30-meter-terpasang-konektor-cat5e
24862,Barang diterima dan berfungsi dgn baik,5,elektronik,TP-Link TL-WA850RE Penguat Signal TPLINK 850RE Wifi Extender/ Repeater,236989975,80,2048686,https://www.tokopedia.com/multikomputer201/tp-link-tl-wa850re-penguat-signal-tplink-850re-wifi-extender-repeater
7384,Packing baik.. Cm pesannya warna warni tp yg di kirim hitam.. Tp gpp trma kasih smkn suksen,5,handphone,Tempelan / Perekat Gurita Hp Buat / untuk Gojek / Perekat Hp 3M Besar,56486193,"8,9rb",113813,https://www.tokopedia.com/handphonetiam/tempelan-perekat-gurita-hp-buat-untuk-gojek-perekat-hp-3m-besar
11939,Recommended seller. Pengirimannya cepat dan barang diterima dalam kondisi baik.,5,fashion,"BATA Sandal Pria ENERG BLACK 8736077 - Hitam, 40",364353632,51,2226118,https://www.tokopedia.com/bata-official/bata-sandal-pria-energ-black-8736077-hitam-40
21419,"barang sesuai deskripsi , kuberi kau bintang",5,elektronik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY,182937734,"3,2rb",2048686,https://www.tokopedia.com/multikomputer201/usb-hub-4-port-usb-3-0-usb-hub-3-0-4port-digigear-high-quality
29772,Good and recommended seller....................banget,5,elektronik,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%,159390512,"5,6rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-678-black-color-original-100
23742,Produk sesuai..murah tapi kualitas..good,5,elektronik,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet,189405731,"3,2rb",2048686,https://www.tokopedia.com/multikomputer201/switch-hub-tp-link-5-port-tl-sf1005d-10-100mbps-network-lan-internet
9976,Terima Kasih barang sampai dengan selamat,4,handphone,Mesh Hard Case Samsung Galaxy Pro B7510 Merah Maroon,3600397,3,154793,https://www.tokopedia.com/aksesorieshp/mesh-hard-case-samsung-galaxy-pro-b7510-merah-maroon
36379,tenkyu barang dah diterima dengan cepat,5,olahraga,"Baju Sauna / Sauna Suit Kettler Abu Tua - Abu -abu Tua, XXL",355392638,644,162561,https://www.tokopedia.com/warungolahraga/baju-sauna-sauna-suit-kettler-abu-tua-abu-abu-tua-xxl
12092,Suka...... Terima kasih,5,fashion,"Sandal Wanita Bata CYNTH - 6913122 - Cokelat Tua, 36",266943875,24,2226118,https://www.tokopedia.com/bata-official/sandal-wanita-bata-cynth-6913122-cokelat-tua-36
2000,"Barang sesuai gambar , fast respon dan tepat waktu",4,fashion,"Rak Sepatu Cantik Susun 9,Rak Sepatu Plastik,Tempat Penyimpanan Sepatu",429766804,809,3420489,https://www.tokopedia.com/lakukeras168/rak-sepatu-cantik-susun-9-rak-sepatu-plastik-tempat-penyimpanan-sepatu
4853,Mantul produknya. Fast respon penjualnya,5,handphone,Holder Braket Handphone Di Spion Motor Anti Air Waterproof Ukuran L,499200171,533,3965735,https://www.tokopedia.com/digitalshop6688/holder-braket-handphone-di-spion-motor-anti-air-waterproof-ukuran-l
6980,kok yang 2 biji batreinya dah habis,2,handphone,&#40;EH137&#41; Gantungan Kunci Siul Whistle Key Finder / Gantungan Kunci Siul,285958997,"1,7rb",113813,https://www.tokopedia.com/handphonetiam/eh137-gantungan-kunci-siul-whistle-key-finder-gantungan-kunci-siul
3450,"Sesuai pesanan, terima kasih",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
21522,mantapppppppppppppppp,5,elektronik,Fan Casing Azure Blade Armaggeddon,189325882,191,2048686,https://www.tokopedia.com/multikomputer201/fan-casing-azure-blade-armaggeddon
33395,desain oke tp Bahannya agak panas gan,4,olahraga,Celana Training Stopper Bahan Parasut/Despo Ukuran XL,19883044,671,360782,https://www.tokopedia.com/celanaolahraga/celana-training-stopper-bahan-parasutdespo-ukuran-xl
28644,"Mantav...barang sesuai dengan deskripsi product, proses cepat pengiriman...saya coba barang tidak ada kendala",5,elektronik,Adaptor Charger HP Mini 210-1000 210-2000 110-1014 110-3014 110-3500,202008066,246,1787060,https://www.tokopedia.com/askompute/adaptor-charger-hp-mini-210-1000-210-2000-110-1014-110-3014-110-3500
40257,"packingnya rapi, barangnya mulus gaada lecet, mantap kualitasnya, recommended !",5,olahraga,ABS AB Roller Double Wheel Exercise Kettler,126912951,635,162561,https://www.tokopedia.com/warungolahraga/abs-ab-roller-double-wheel-exercise-kettler
34237,"barang sudah sampai gan, mantap
thanks",5,olahraga,GRIP RAKET ATHLET HANDUK TIPIS,16388841,956,255509,https://www.tokopedia.com/olahragaonline/grip-raket-athlet-handuk-tipis
28229,Sesuai deskripsi lapak.. packingan aman.. mantep...,4,elektronik,Baterai Original Apple Macbook pro A1322 A1278 -13 inch,188687617,104,1787060,https://www.tokopedia.com/askompute/baterai-original-apple-macbook-pro-a1322-a1278-13-inch
20939,"Belum di coba, barang datang dengan keadaan baik.",4,elektronik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY,182937734,"3,2rb",2048686,https://www.tokopedia.com/multikomputer201/usb-hub-4-port-usb-3-0-usb-hub-3-0-4port-digigear-high-quality
26890,"packing ok, barang diinstall, berfungsi normal",4,elektronik,"Keyboard Lenovo IBM Lenovo Thinkpad E135, E130, E120, E125, E145, E220",163567993,1,1787060,https://www.tokopedia.com/askompute/keyboard-lenovo-ibm-lenovo-thinkpad-e135-e130-e120-e125-e145-e220
21011,Barang sesuai gambar pokoknya bagus mantappp ga ada kendala,5,elektronik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY,182937734,"3,2rb",2048686,https://www.tokopedia.com/multikomputer201/usb-hub-4-port-usb-3-0-usb-hub-3-0-4port-digigear-high-quality
3438,terimakasih pesanan udah smp sesuai warna......,4,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
31043,Proses pengiriman dan balas cepat,5,elektronik,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%,159398204,"11,5rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-680-black-color-original-100
29270,Ok sesuai pesanan.....,5,elektronik,Adaptor Charger Laptop Lenovo 20V-3.25/15V 3A/9V-2A/5V-2A Type USB-C,313022122,94,1787060,https://www.tokopedia.com/askompute/adaptor-charger-laptop-lenovo-20v-3-25-15v-3a-9v-2a-5v-2a-type-usb-c
31896,Barang sdh diterima tepat waktu dan berfungsi dengan baik tks,5,elektronik,TINTA / CATRIDGE HP 703 BLACK / COLOR ORIGINAL 100%,159425475,217,1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-703-black-color-original-100
9351,Sipp.. Segera digunakan. Thanks,5,handphone,over steker adaptor colokan sambungan listrik gepeng ke bulat,337949546,840,113813,https://www.tokopedia.com/handphonetiam/over-steker-adaptor-colokan-sambungan-listrik-gepeng-ke-bulat
12954,"Barang rapih pengiriman cepat, terimakasih",5,fashion,BRODO - Aksesoris Pria Truf Key Wallet Black,399963872,170,2126488,https://www.tokopedia.com/brodo/brodo-aksesoris-pria-truf-key-wallet-black
6704,Barang sudah sampai di tangan... Thanks HandphoneTiam...Thanks Lazada....,5,handphone,Speaker Bluetooth Football &#40;MINI&#41; / Speaker Kerang,23001032,371,113813,https://www.tokopedia.com/handphonetiam/speaker-bluetooth-football-mini-speaker-kerang
40211,Mantap sudah sampai walaupun boxnya agak rusak tpi gpp,5,olahraga,ABS AB Roller Double Wheel Exercise Kettler,126912951,635,162561,https://www.tokopedia.com/warungolahraga/abs-ab-roller-double-wheel-exercise-kettler
22861,"Seller responsif dan cepat
Barang mantap
Bintang 5 deh",5,elektronik,7.1 Channel Usb External Sound Card Audio Adapter,176542273,42,2048686,https://www.tokopedia.com/multikomputer201/71-channel-usb-external-sound-card-audio-adapter
31412,Mantappppppppppppppppppppppppp,5,elektronik,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%,159398204,"11,5rb",1884654,https://www.tokopedia.com/sjkomputer/tinta-catridge-hp-680-black-color-original-100
11349,"barangnya kaya bekas etalase, banyak debu apalagi kardusnya,,, ya sesuai harga lah, walau official store...",3,fashion,"BATA sepatu pria kasual MOCASSINO KAISAR BLACK 8316045 - Hitam, 41",350614059,6,2226118,https://www.tokopedia.com/bata-official/bata-sepatu-pria-kasual-mocassino-kaisar-black-8316045-hitam-41
5422,Seller sangat responsif..,5,handphone,NOKIA 130 dual sim handphone hp,266910555,"2,7rb",2270419,https://www.tokopedia.com/anshopp123/nokia-130-dual-sim-handphone-hp
4119,"Produk sesuai deskripsi, penfiriman cepat",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
39174,Barang sudah diterima tankz gan,5,olahraga,Anti FOG / ANtifog  Anti Embun Aryca Untuk Kacamata renang dan selam,32650927,130,162561,https://www.tokopedia.com/warungolahraga/anti-fog-antifog-anti-embun-aryca-untuk-kacamata-renang-dan-selam
219,"Selamat sampai tujuan,barang berfungsi normal,isi paket lengkap",5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,219030330,135,231740,https://www.tokopedia.com/rumahbajukita/isi-paku-tembak-f30-merk-meite-refill-staples-nail-gun-30mm-berkualita
14487,Cepat sampai.. nice watch,4,fashion,Jam Tangan Casio LQ-142E-2A,326585969,99,2107964,https://www.tokopedia.com/luxolite-sg/jam-tangan-casio-lq-142e-2a
18084,Barang bagus dan pengiriman cepat,5,elektronik,Lan Tester Alat Penguji Kabel Lan RJ45 RJ11,202990141,514,2048686,https://www.tokopedia.com/multikomputer201/lan-tester-alat-penguji-kabel-lan-rj45-rj11
